studyName,observationUnitName,germplasmName,observationVariableName,value,plotNumber
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1268_2357,CO11D1268,Grain test weight - g/l|CO_321:0001210,802,2357
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1248_2358,CO11D1248,Grain yield - kg/ha|CO_321:0001218,5353,2358
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1248_2358,CO11D1248,Plant height - cm|CO_321:0001301,94,2358
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1248_2358,CO11D1248,Grain test weight - g/l|CO_321:0001210,799,2358
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_GOODSYN43_2359,GOODSYN43,Grain yield - kg/ha|CO_321:0001218,4620,2359
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_GOODSYN43_2359,GOODSYN43,Plant height - cm|CO_321:0001301,106,2359
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_GOODSYN43_2359,GOODSYN43,Grain test weight - g/l|CO_321:0001210,794,2359
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_GOODSYN44_2360,GOODSYN44,Grain yield - kg/ha|CO_321:0001218,4580,2360
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_GOODSYN44_2360,GOODSYN44,Plant height - cm|CO_321:0001301,112,2360
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_GOODSYN44_2360,GOODSYN44,Grain test weight - g/l|CO_321:0001210,792,2360
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13526_2361,NW13526,Grain yield - kg/ha|CO_321:0001218,4647,2361
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13526_2361,NW13526,Plant height - cm|CO_321:0001301,90,2361
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13526_2361,NW13526,Grain test weight - g/l|CO_321:0001210,777,2361
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13455_2362,NW13455,Grain yield - kg/ha|CO_321:0001218,4741,2362
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13455_2362,NW13455,Plant height - cm|CO_321:0001301,95,2362
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13455_2362,NW13455,Grain test weight - g/l|CO_321:0001210,758,2362
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1159_2363,CO11D1159,Grain yield - kg/ha|CO_321:0001218,5225,2363
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1159_2363,CO11D1159,Plant height - cm|CO_321:0001301,92,2363
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1159_2363,CO11D1159,Grain test weight - g/l|CO_321:0001210,799,2363
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1140_2364,CO11D1140,Grain yield - kg/ha|CO_321:0001218,4351,2364
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1140_2364,CO11D1140,Plant height - cm|CO_321:0001301,94,2364
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1140_2364,CO11D1140,Grain test weight - g/l|CO_321:0001210,759,2364
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1156_2365,CO11D1156,Grain yield - kg/ha|CO_321:0001218,4963,2365
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1156_2365,CO11D1156,Plant height - cm|CO_321:0001301,94,2365
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1156_2365,CO11D1156,Grain test weight - g/l|CO_321:0001210,792,2365
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE06545_2366,NE06545,Grain yield - kg/ha|CO_321:0001218,5138,2366
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE06545_2366,NE06545,Plant height - cm|CO_321:0001301,89,2366
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE06545_2366,NE06545,Grain test weight - g/l|CO_321:0001210,748,2366
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13536_2367,NW13536,Grain yield - kg/ha|CO_321:0001218,4607,2367
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13536_2367,NW13536,Plant height - cm|CO_321:0001301,77,2367
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13536_2367,NW13536,Grain test weight - g/l|CO_321:0001210,779,2367
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13666_2368,NW13666,Grain yield - kg/ha|CO_321:0001218,3652,2368
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13666_2368,NW13666,Plant height - cm|CO_321:0001301,72,2368
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13666_2368,NW13666,Grain test weight - g/l|CO_321:0001210,743,2368
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_13_13_2369,13_13,Grain yield - kg/ha|CO_321:0001218,4257,2369
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_13_13_2369,13_13,Plant height - cm|CO_321:0001301,88,2369
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_13_13_2369,13_13,Grain test weight - g/l|CO_321:0001210,762,2369
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_13_59_2370,13_59,Grain yield - kg/ha|CO_321:0001218,4486,2370
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_13_59_2370,13_59,Plant height - cm|CO_321:0001301,94,2370
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_13_59_2370,13_59,Grain test weight - g/l|CO_321:0001210,729,2370
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NH13692_2371,NH13692,Grain yield - kg/ha|CO_321:0001218,3591,2371
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NH13692_2371,NH13692,Plant height - cm|CO_321:0001301,110,2371
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NH13692_2371,NH13692,Grain test weight - g/l|CO_321:0001210,741,2371
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NH13693_2372,NH13693,Grain yield - kg/ha|CO_321:0001218,4297,2372
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NH13693_2372,NH13693,Plant height - cm|CO_321:0001301,108,2372
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NH13693_2372,NH13693,Grain test weight - g/l|CO_321:0001210,730,2372
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1600W_2373,CO11D1600W,Grain yield - kg/ha|CO_321:0001218,5185,2373
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1600W_2373,CO11D1600W,Plant height - cm|CO_321:0001301,100,2373
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1600W_2373,CO11D1600W,Grain test weight - g/l|CO_321:0001210,788,2373
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1584_2374,CO11D1584,Grain yield - kg/ha|CO_321:0001218,4634,2374
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1584_2374,CO11D1584,Plant height - cm|CO_321:0001301,102,2374
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1584_2374,CO11D1584,Grain test weight - g/l|CO_321:0001210,816,2374
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1559_2375,CO11D1559,Grain yield - kg/ha|CO_321:0001218,4250,2375
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1559_2375,CO11D1559,Plant height - cm|CO_321:0001301,86,2375
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1559_2375,CO11D1559,Grain test weight - g/l|CO_321:0001210,798,2375
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1555W_2376,CO11D1555W,Grain yield - kg/ha|CO_321:0001218,4566,2376
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1555W_2376,CO11D1555W,Plant height - cm|CO_321:0001301,92,2376
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1555W_2376,CO11D1555W,Grain test weight - g/l|CO_321:0001210,808,2376
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1539_2377,CO11D1539,Grain yield - kg/ha|CO_321:0001218,5703,2377
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1539_2377,CO11D1539,Plant height - cm|CO_321:0001301,94,2377
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1539_2377,CO11D1539,Grain test weight - g/l|CO_321:0001210,771,2377
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1542_2378,CO11D1542,Grain yield - kg/ha|CO_321:0001218,5232,2378
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1542_2378,CO11D1542,Plant height - cm|CO_321:0001301,94,2378
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1542_2378,CO11D1542,Grain test weight - g/l|CO_321:0001210,755,2378
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1545_2379,CO11D1545,Grain yield - kg/ha|CO_321:0001218,5454,2379
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1545_2379,CO11D1545,Plant height - cm|CO_321:0001301,94,2379
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1545_2379,CO11D1545,Grain test weight - g/l|CO_321:0001210,775,2379
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1543_2380,CO11D1543,Grain yield - kg/ha|CO_321:0001218,5306,2380
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1543_2380,CO11D1543,Plant height - cm|CO_321:0001301,98,2380
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1543_2380,CO11D1543,Grain test weight - g/l|CO_321:0001210,776,2380
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE13637_2381,NE13637,Grain yield - kg/ha|CO_321:0001218,5319,2381
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE13637_2381,NE13637,Plant height - cm|CO_321:0001301,95,2381
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE13637_2381,NE13637,Grain test weight - g/l|CO_321:0001210,749,2381
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE13607_2382,NE13607,Grain yield - kg/ha|CO_321:0001218,4647,2382
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE13607_2382,NE13607,Plant height - cm|CO_321:0001301,96,2382
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE13607_2382,NE13607,Grain test weight - g/l|CO_321:0001210,735,2382
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13669_2383,NW13669,Grain yield - kg/ha|CO_321:0001218,5077,2383
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13669_2383,NW13669,Plant height - cm|CO_321:0001301,98,2383
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13669_2383,NW13669,Grain test weight - g/l|CO_321:0001210,751,2383
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13652_2384,NW13652,Grain yield - kg/ha|CO_321:0001218,5145,2384
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13652_2384,NW13652,Plant height - cm|CO_321:0001301,100,2384
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13652_2384,NW13652,Grain test weight - g/l|CO_321:0001210,778,2384
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1418_2385,CO11D1418,Grain yield - kg/ha|CO_321:0001218,5071,2385
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1418_2385,CO11D1418,Plant height - cm|CO_321:0001301,88,2385
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1418_2385,CO11D1418,Grain test weight - g/l|CO_321:0001210,816,2385
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1431_2386,CO11D1431,Grain yield - kg/ha|CO_321:0001218,5077,2386
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1431_2386,CO11D1431,Plant height - cm|CO_321:0001301,86,2386
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1431_2386,CO11D1431,Grain test weight - g/l|CO_321:0001210,792,2386
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1409_2387,CO11D1409,Grain yield - kg/ha|CO_321:0001218,5555,2387
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1409_2387,CO11D1409,Plant height - cm|CO_321:0001301,94,2387
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1409_2387,CO11D1409,Grain test weight - g/l|CO_321:0001210,785,2387
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1414_2388,CO11D1414,Grain yield - kg/ha|CO_321:0001218,4452,2388
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1414_2388,CO11D1414,Plant height - cm|CO_321:0001301,94,2388
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1414_2388,CO11D1414,Grain test weight - g/l|CO_321:0001210,759,2388
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_11_73_2389,11_73,Grain yield - kg/ha|CO_321:0001218,5279,2389
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_11_73_2389,11_73,Plant height - cm|CO_321:0001301,102,2389
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_11_73_2389,11_73,Grain test weight - g/l|CO_321:0001210,788,2389
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_11_26_2390,11_26,Grain yield - kg/ha|CO_321:0001218,5192,2390
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_11_26_2390,11_26,Plant height - cm|CO_321:0001301,95,2390
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_11_26_2390,11_26,Grain test weight - g/l|CO_321:0001210,799,2390
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE13449_2391,NE13449,Grain yield - kg/ha|CO_321:0001218,5528,2391
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE13449_2391,NE13449,Plant height - cm|CO_321:0001301,85,2391
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE13449_2391,NE13449,Grain test weight - g/l|CO_321:0001210,757,2391
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE13628_2392,NE13628,Grain yield - kg/ha|CO_321:0001218,5151,2392
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE13628_2392,NE13628,Plant height - cm|CO_321:0001301,95,2392
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE13628_2392,NE13628,Grain test weight - g/l|CO_321:0001210,784,2392
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13516_2393,NW13516,Grain yield - kg/ha|CO_321:0001218,5441,2393
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13516_2393,NW13516,Plant height - cm|CO_321:0001301,84,2393
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13516_2393,NW13516,Grain test weight - g/l|CO_321:0001210,761,2393
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13563_2394,NW13563,Grain yield - kg/ha|CO_321:0001218,5037,2394
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13563_2394,NW13563,Plant height - cm|CO_321:0001301,94,2394
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NW13563_2394,NW13563,Grain test weight - g/l|CO_321:0001210,763,2394
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE12571_2395,NE12571,Grain yield - kg/ha|CO_321:0001218,5508,2395
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE12571_2395,NE12571,Plant height - cm|CO_321:0001301,95,2395
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE12571_2395,NE12571,Grain test weight - g/l|CO_321:0001210,792,2395
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE12568_2396,NE12568,Grain yield - kg/ha|CO_321:0001218,3457,2396
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE12568_2396,NE12568,Plant height - cm|CO_321:0001301,90,2396
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_NE12568_2396,NE12568,Grain test weight - g/l|CO_321:0001210,750,2396
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1231_2397,CO11D1231,Grain yield - kg/ha|CO_321:0001218,4755,2397
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1231_2397,CO11D1231,Plant height - cm|CO_321:0001301,100,2397
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1231_2397,CO11D1231,Grain test weight - g/l|CO_321:0001210,732,2397
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1219_2398,CO11D1219,Grain yield - kg/ha|CO_321:0001218,4304,2398
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1219_2398,CO11D1219,Plant height - cm|CO_321:0001301,95,2398
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1219_2398,CO11D1219,Grain test weight - g/l|CO_321:0001210,774,2398
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1221_2399,CO11D1221,Grain yield - kg/ha|CO_321:0001218,4425,2399
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1221_2399,CO11D1221,Plant height - cm|CO_321:0001301,94,2399
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1221_2399,CO11D1221,Grain test weight - g/l|CO_321:0001210,760,2399
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1213_2400,CO11D1213,Grain yield - kg/ha|CO_321:0001218,5198,2400
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1213_2400,CO11D1213,Plant height - cm|CO_321:0001301,85,2400
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CO11D1213_2400,CO11D1213,Grain test weight - g/l|CO_321:0001210,787,2400
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT185_3101,CT185,Grain yield - kg/ha|CO_321:0001218,3786,3101
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT185_3101,CT185,Plant height - cm|CO_321:0001301,96,3101
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT185_3101,CT185,Grain test weight - g/l|CO_321:0001210,792,3101
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT163_3102,CT163,Grain yield - kg/ha|CO_321:0001218,2293,3102
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT163_3102,CT163,Plant height - cm|CO_321:0001301,80,3102
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT163_3102,CT163,Grain test weight - g/l|CO_321:0001210,681,3102
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT103_3103,CT103,Grain yield - kg/ha|CO_321:0001218,4190,3103
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT103_3103,CT103,Plant height - cm|CO_321:0001301,96,3103
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT103_3103,CT103,Grain test weight - g/l|CO_321:0001210,814,3103
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT154_3104,CT154,Grain yield - kg/ha|CO_321:0001218,3188,3104
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT154_3104,CT154,Plant height - cm|CO_321:0001301,74,3104
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT154_3104,CT154,Grain test weight - g/l|CO_321:0001210,737,3104
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT224_3105,CT224,Grain yield - kg/ha|CO_321:0001218,3268,3105
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT224_3105,CT224,Plant height - cm|CO_321:0001301,84,3105
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT224_3105,CT224,Grain test weight - g/l|CO_321:0001210,773,3105
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT135_3106,CT135,Grain yield - kg/ha|CO_321:0001218,4109,3106
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT135_3106,CT135,Plant height - cm|CO_321:0001301,74,3106
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT135_3106,CT135,Grain test weight - g/l|CO_321:0001210,782,3106
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT64_3107,CT64,Grain yield - kg/ha|CO_321:0001218,4391,3107
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT64_3107,CT64,Plant height - cm|CO_321:0001301,82,3107
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT64_3107,CT64,Grain test weight - g/l|CO_321:0001210,786,3107
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT213_3108,CT213,Grain yield - kg/ha|CO_321:0001218,4761,3108
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT213_3108,CT213,Plant height - cm|CO_321:0001301,90,3108
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT213_3108,CT213,Grain test weight - g/l|CO_321:0001210,780,3108
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT194_3109,CT194,Grain yield - kg/ha|CO_321:0001218,4539,3109
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT194_3109,CT194,Plant height - cm|CO_321:0001301,84,3109
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT194_3109,CT194,Grain test weight - g/l|CO_321:0001210,737,3109
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT112_3110,CT112,Grain yield - kg/ha|CO_321:0001218,2878,3110
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT112_3110,CT112,Plant height - cm|CO_321:0001301,82,3110
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT112_3110,CT112,Grain test weight - g/l|CO_321:0001210,761,3110
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT95_3111,CT95,Grain yield - kg/ha|CO_321:0001218,4210,3111
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT95_3111,CT95,Plant height - cm|CO_321:0001301,82,3111
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT95_3111,CT95,Grain test weight - g/l|CO_321:0001210,798,3111
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT111_3112,CT111,Grain yield - kg/ha|CO_321:0001218,4089,3112
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT111_3112,CT111,Plant height - cm|CO_321:0001301,86,3112
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT111_3112,CT111,Grain test weight - g/l|CO_321:0001210,776,3112
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT38_3113,CT38,Grain yield - kg/ha|CO_321:0001218,4082,3113
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT38_3113,CT38,Plant height - cm|CO_321:0001301,82,3113
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT38_3113,CT38,Grain test weight - g/l|CO_321:0001210,805,3113
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT199_3114,CT199,Grain yield - kg/ha|CO_321:0001218,4048,3114
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT199_3114,CT199,Plant height - cm|CO_321:0001301,84,3114
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT199_3114,CT199,Grain test weight - g/l|CO_321:0001210,781,3114
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT30_3115,CT30,Grain yield - kg/ha|CO_321:0001218,2730,3115
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT30_3115,CT30,Plant height - cm|CO_321:0001301,74,3115
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT30_3115,CT30,Grain test weight - g/l|CO_321:0001210,785,3115
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT69_3116,CT69,Grain yield - kg/ha|CO_321:0001218,3974,3116
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT69_3116,CT69,Plant height - cm|CO_321:0001301,96,3116
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT69_3116,CT69,Grain test weight - g/l|CO_321:0001210,802,3116
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT125_3117,CT125,Grain yield - kg/ha|CO_321:0001218,3342,3117
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT125_3117,CT125,Plant height - cm|CO_321:0001301,90,3117
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT125_3117,CT125,Grain test weight - g/l|CO_321:0001210,759,3117
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT110_3118,CT110,Grain yield - kg/ha|CO_321:0001218,2986,3118
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT110_3118,CT110,Plant height - cm|CO_321:0001301,90,3118
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT110_3118,CT110,Grain test weight - g/l|CO_321:0001210,716,3118
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT115_3119,CT115,Grain yield - kg/ha|CO_321:0001218,4075,3119
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT115_3119,CT115,Plant height - cm|CO_321:0001301,92,3119
YldQtl-Val_2014_Lincoln,YldQtl-Val_2014_Lincoln_CT115_3119,CT115,Grain test weight - g/l|CO_321:0001210,780,3119
